,age,income,became_member_on,gender_M,gender_O,gender_U
30500,81,62000.0,20161016,1,0,0
89281,75,43000.0,20131211,1,0,0
113931,64,35000.0,20171210,0,0,0
75247,55,53000.0,20151121,0,0,0
25853,34,31000.0,20180129,0,0,0
139494,67,77000.0,20170219,0,0,0
73624,30,69000.0,20151124,0,0,0
84184,56,72000.0,20180421,0,0,0
63854,76,64000.0,20160604,0,0,0
49966,27,40000.0,20170627,0,0,0
59240,42,70000.0,20180401,1,0,0
107006,118,67800.0,20170129,0,0,1
91096,62,62000.0,20170531,0,0,0
58535,58,74000.0,20160804,0,0,0
2211,43,60000.0,20180609,1,0,0
108268,92,41000.0,20161025,0,0,0
30372,118,67800.0,20161211,0,0,1
134096,118,67800.0,20170804,0,0,1
135506,70,80000.0,20170809,0,0,0
15519,81,55000.0,20171224,1,0,0
101675,23,60000.0,20151214,1,0,0
109528,75,43000.0,20131211,1,0,0
113704,69,53000.0,20180525,1,0,0
79706,65,31000.0,20171102,1,0,0
92306,21,68000.0,20170921,1,0,0
141571,118,67800.0,20160410,0,0,1
94414,118,67800.0,20160306,0,0,1
91462,29,58000.0,20170817,1,0,0
62170,22,35000.0,20170122,1,0,0
126723,22,57000.0,20131224,1,0,0
73996,43,44000.0,20170801,1,0,0
54072,75,92000.0,20170809,1,0,0
134869,118,67800.0,20180411,0,0,1
119927,118,67800.0,20160605,0,0,1
144325,90,53000.0,20150816,0,0,0
69241,64,34000.0,20170724,0,0,0
42006,64,87000.0,20160328,0,0,0
122311,40,75000.0,20160920,0,0,0
137859,57,77000.0,20160314,0,0,0
150710,34,49000.0,20171121,0,0,0
98000,41,45000.0,20170108,1,0,0
39328,56,79000.0,20151129,1,0,0
71266,118,67800.0,20160321,0,0,1
38277,53,65000.0,20170531,0,0,0
129665,72,43000.0,20170614,1,0,0
61229,58,41000.0,20180420,1,0,0
145563,38,52000.0,20170224,1,0,0
35398,52,60000.0,20151226,0,0,0
125781,42,58000.0,20161225,1,0,0
143832,44,31000.0,20171120,0,0,0
106587,68,93000.0,20170224,0,0,0
147929,88,33000.0,20171219,1,0,0
81528,38,40000.0,20170727,1,0,0
33694,118,67800.0,20180630,0,0,1
7156,47,64000.0,20150917,0,0,0
135691,48,71000.0,20150517,1,0,0
94532,79,78000.0,20170618,0,0,0
96613,48,93000.0,20151024,1,0,0
118417,32,74000.0,20161115,1,0,0
127894,23,39000.0,20140309,1,0,0
109853,57,56000.0,20151202,0,0,0
84695,118,67800.0,20150927,0,0,1
59027,61,77000.0,20180526,0,0,0
145811,67,67000.0,20171023,0,0,0
90624,30,64000.0,20180219,1,0,0
17918,72,94000.0,20161103,1,0,0
107971,81,36000.0,20151009,0,0,0
99770,118,67800.0,20160219,0,0,1
58033,63,76000.0,20140715,0,0,0
134163,55,108000.0,20171010,1,0,0
140018,48,59000.0,20161223,0,0,0
81217,77,103000.0,20170127,1,0,0
75293,46,42000.0,20180221,1,0,0
60780,42,84000.0,20160629,1,0,0
86598,78,54000.0,20140923,0,0,0
139971,118,67800.0,20171203,0,0,1
35215,80,62000.0,20160811,0,0,0
70658,37,92000.0,20180311,0,0,0
70578,43,44000.0,20180709,1,0,0
116383,23,49000.0,20171030,1,0,0
84200,41,50000.0,20160124,1,0,0
42425,57,56000.0,20160217,0,0,0
25941,71,56000.0,20180408,0,0,0
33697,52,41000.0,20170616,1,0,0
123657,64,36000.0,20171223,1,0,0
10608,65,87000.0,20171205,0,0,0
30913,51,35000.0,20140829,1,0,0
106636,23,75000.0,20180705,1,0,0
31038,49,93000.0,20180112,1,0,0
131578,118,67800.0,20151231,0,0,1
105247,118,67800.0,20161110,0,0,1
52626,77,49000.0,20180629,1,0,0
65249,49,72000.0,20170917,1,0,0
73378,57,34000.0,20161124,1,0,0
53030,40,96000.0,20160322,0,0,0
101986,58,70000.0,20180129,1,0,0
61320,83,72000.0,20161217,1,0,0
146238,54,40000.0,20180312,1,0,0
70255,79,53000.0,20160917,1,0,0
136432,38,48000.0,20140602,1,0,0
64148,67,65000.0,20170915,1,0,0
104704,71,64000.0,20151113,0,0,0
136202,59,88000.0,20160209,0,0,0
22630,58,58000.0,20180405,0,0,0
135358,54,80000.0,20170207,0,0,0
108338,38,49000.0,20180406,0,0,0
49303,67,74000.0,20160203,1,0,0
75464,60,76000.0,20160508,1,0,0
126700,118,67800.0,20171027,0,0,1
132224,45,82000.0,20180203,1,0,0
30575,55,77000.0,20170526,0,0,0
75085,72,92000.0,20180409,0,0,0
17164,68,43000.0,20171211,0,1,0
141727,70,71000.0,20140110,1,0,0
82478,71,44000.0,20150623,1,0,0
96299,58,72000.0,20161122,0,0,0
18515,24,56000.0,20180112,0,0,0
24370,22,67000.0,20180628,0,0,0
76008,51,65000.0,20161204,0,0,0
149813,69,57000.0,20151113,1,0,0
125529,60,54000.0,20150924,1,0,0
95493,77,57000.0,20131014,0,0,0
109265,85,56000.0,20151203,0,0,0
2249,53,58000.0,20160409,1,0,0
113061,56,81000.0,20160528,0,0,0
90643,37,66000.0,20170822,1,0,0
69130,62,107000.0,20160830,0,0,0
91925,40,96000.0,20160322,0,0,0
73680,33,56000.0,20170812,0,0,0
94563,21,60000.0,20171207,0,0,0
70052,24,64000.0,20160229,0,0,0
8423,60,31000.0,20140508,1,0,0
52686,52,35000.0,20170811,1,0,0
107683,79,57000.0,20160229,0,0,0
58820,34,49000.0,20171121,0,0,0
103458,85,72000.0,20160130,1,0,0
27282,69,73000.0,20160101,0,0,0
24165,58,50000.0,20160902,1,0,0
101065,62,69000.0,20150323,0,0,0
128805,45,58000.0,20161124,0,0,0
139192,118,67800.0,20180201,0,0,1
136776,50,70000.0,20160813,0,0,0
117596,86,96000.0,20170604,0,0,0
1496,83,52000.0,20170301,1,0,0
101221,65,33000.0,20151016,1,0,0
30158,31,45000.0,20180429,1,0,0
46126,34,72000.0,20150814,1,0,0
133830,32,43000.0,20170531,0,0,0
128534,52,75000.0,20160126,1,0,0
117225,73,32000.0,20160617,1,0,0
131295,73,32000.0,20160617,1,0,0
72963,34,31000.0,20160629,1,0,0
102458,27,69000.0,20160222,1,0,0
93093,118,67800.0,20180613,0,0,1
66362,66,80000.0,20140531,1,0,0
132846,74,65000.0,20151011,0,0,0
102976,64,53000.0,20171207,1,0,0
87571,41,87000.0,20171001,0,0,0
107150,53,62000.0,20141217,1,0,0
124250,42,45000.0,20171022,1,0,0
27894,31,35000.0,20170321,0,1,0
135334,48,36000.0,20180212,1,0,0
101771,21,74000.0,20161124,0,0,0
58469,72,68000.0,20180120,1,0,0
93072,100,118000.0,20170905,0,0,0
37111,66,47000.0,20150513,1,0,0
60553,77,37000.0,20170120,0,0,0
136465,25,73000.0,20170911,1,0,0
101290,21,58000.0,20180309,0,0,0
23041,29,33000.0,20150804,0,0,0
89626,44,59000.0,20130908,1,0,0
15843,43,73000.0,20140621,1,0,0
109587,48,59000.0,20160729,1,0,0
58237,28,53000.0,20151224,0,0,0
98646,66,112000.0,20171020,0,0,0
5448,47,69000.0,20160604,0,0,0
103560,41,41000.0,20141012,1,0,0
120373,61,37000.0,20171018,1,0,0
6453,27,33000.0,20171205,0,0,0
134422,41,60000.0,20180309,1,0,0
43571,63,64000.0,20180712,0,0,0
137464,33,39000.0,20180113,1,0,0
82931,64,119000.0,20180212,0,0,0
113308,118,67800.0,20170918,0,0,1
142477,88,51000.0,20180108,0,0,0
87285,63,65000.0,20140222,0,0,0
115349,70,78000.0,20171231,0,0,0
44494,19,65000.0,20160809,0,0,0
133601,43,45000.0,20180214,1,0,0
130373,18,31000.0,20170911,0,0,0
120888,54,64000.0,20170808,0,0,0
101756,55,58000.0,20170524,1,0,0
121182,50,108000.0,20160529,0,0,0
89327,118,67800.0,20160429,0,0,1
115758,37,66000.0,20170731,1,0,0
139517,19,44000.0,20170109,1,0,0
67133,63,110000.0,20180407,0,0,0
27919,51,116000.0,20171113,0,0,0
45109,42,57000.0,20140102,1,0,0
108697,50,69000.0,20171108,0,0,0
72364,118,67800.0,20160228,0,0,1
40733,56,60000.0,20170403,0,1,0
33292,20,73000.0,20140701,1,0,0
751,65,50000.0,20171102,0,0,0
139487,20,37000.0,20170823,1,0,0
93983,118,67800.0,20170702,0,0,1
42994,54,57000.0,20170408,1,0,0
12659,27,69000.0,20160222,1,0,0
63344,45,59000.0,20180309,1,0,0
81831,55,71000.0,20171230,1,0,0
3886,49,60000.0,20160304,0,0,0
119017,21,68000.0,20170921,1,0,0
60756,67,96000.0,20160831,0,0,0
82700,71,79000.0,20160210,0,0,0
116870,43,44000.0,20170801,1,0,0
135448,73,106000.0,20171130,1,0,0
64670,25,32000.0,20180201,0,1,0
4701,56,93000.0,20170228,1,0,0
136922,52,85000.0,20140425,1,0,0
25445,49,114000.0,20160901,1,0,0
71597,62,64000.0,20160907,0,0,0
143469,51,47000.0,20180721,1,0,0
65218,50,70000.0,20170802,0,0,0
28391,65,72000.0,20160705,0,0,0
125676,55,87000.0,20150820,1,0,0
143740,81,82000.0,20171115,0,0,0
87602,60,106000.0,20151106,0,0,0
80981,45,52000.0,20170806,0,0,0
124753,39,61000.0,20160217,1,0,0
727,55,103000.0,20170622,0,0,0
125072,38,60000.0,20170704,1,0,0
68021,118,67800.0,20171107,0,0,1
43929,87,73000.0,20171111,0,0,0
110074,55,58000.0,20170524,1,0,0
125794,83,61000.0,20180104,0,0,0
65347,63,64000.0,20160407,1,0,0
110963,83,61000.0,20140222,1,0,0
62969,70,53000.0,20160114,1,0,0
38714,118,67800.0,20161202,0,0,1
137202,47,40000.0,20131109,1,0,0
126291,24,73000.0,20161120,1,0,0
107242,39,70000.0,20151213,0,0,0
104320,41,79000.0,20170820,1,0,0
139360,27,62000.0,20170709,1,0,0
120181,118,67800.0,20170116,0,0,1
103072,67,99000.0,20180126,1,0,0
113008,25,72000.0,20180504,1,0,0
135989,36,40000.0,20140122,1,0,0
136207,32,63000.0,20180411,1,0,0
12444,80,70000.0,20150926,1,0,0
86576,33,53000.0,20151114,0,0,0
126927,71,93000.0,20160925,0,0,0
1127,40,65000.0,20151111,1,0,0
126200,57,87000.0,20171018,0,0,0
87377,52,54000.0,20151207,0,0,0
124186,36,61000.0,20160131,0,0,0
109404,50,37000.0,20140211,1,0,0
33096,43,60000.0,20170704,0,0,0
72126,25,30000.0,20150325,1,0,0
98934,87,30000.0,20170829,1,0,0
21606,75,99000.0,20171023,1,0,0
72058,87,92000.0,20160331,0,0,0
98736,59,74000.0,20170403,1,0,0
96982,118,67800.0,20180326,0,0,1
145539,26,53000.0,20171121,1,0,0
149241,39,69000.0,20150415,1,0,0
78866,79,91000.0,20161117,1,0,0
116079,81,41000.0,20151012,1,0,0
133807,37,92000.0,20170515,1,0,0
44455,61,74000.0,20150905,1,0,0
123456,19,43000.0,20170901,1,0,0
119395,42,84000.0,20160629,1,0,0
136511,20,72000.0,20180705,1,0,0
80125,62,85000.0,20160502,0,0,0
102764,118,67800.0,20171116,0,0,1
140887,83,40000.0,20150802,1,0,0
112543,118,67800.0,20180619,0,0,1
108744,118,67800.0,20161025,0,0,1
82990,61,59000.0,20160704,0,0,0
77812,46,34000.0,20170425,1,0,0
147559,118,67800.0,20161027,0,0,1
100715,50,88000.0,20140125,1,0,0
3705,61,57000.0,20160805,1,0,0
77673,63,110000.0,20180407,0,0,0
125690,19,43000.0,20161204,1,0,0
122405,43,41000.0,20150417,1,0,0
140867,118,67800.0,20170818,0,0,1
30276,34,46000.0,20161110,0,0,0
96969,71,118000.0,20171224,1,0,0
107899,67,61000.0,20151013,0,0,0
124018,65,75000.0,20160214,0,0,0
121760,118,67800.0,20160109,0,0,1
31198,19,65000.0,20160809,0,0,0
75752,118,67800.0,20160618,0,0,1
88907,52,31000.0,20170728,1,0,0
126921,101,59000.0,20170309,0,0,0
66531,70,92000.0,20171109,0,0,0
139776,65,119000.0,20170909,0,0,0
121493,56,49000.0,20140314,1,0,0
48120,50,94000.0,20151004,0,0,0
110812,44,45000.0,20171117,1,0,0
38332,63,79000.0,20171029,0,0,0
99419,29,49000.0,20180526,1,0,0
87967,77,88000.0,20170504,1,0,0
134806,118,67800.0,20180207,0,0,1
94797,83,71000.0,20160729,1,0,0
113344,38,55000.0,20150326,0,0,0
115730,61,52000.0,20170803,1,0,0
141111,45,54000.0,20170815,1,0,0
146851,40,86000.0,20170801,0,0,0
81397,72,118000.0,20160410,0,0,0
84051,61,53000.0,20160128,1,0,0
105074,50,62000.0,20160311,1,0,0
116778,55,75000.0,20160202,0,0,0
84132,66,113000.0,20160724,0,0,0
99753,82,75000.0,20170130,0,0,0
149313,51,90000.0,20170508,0,0,0
106323,38,48000.0,20160518,0,0,0
1618,58,81000.0,20180324,1,0,0
76260,63,49000.0,20160925,1,0,0
57198,57,80000.0,20160212,1,0,0
96349,68,51000.0,20171007,0,0,0
51386,63,56000.0,20161129,1,0,0
72645,75,80000.0,20171201,0,0,0
144905,98,37000.0,20150403,1,0,0
4811,50,36000.0,20171125,0,0,0
82771,54,46000.0,20170810,1,0,0
94026,38,73000.0,20180310,1,0,0
29628,54,70000.0,20180123,0,0,0
65734,60,42000.0,20150328,0,0,0
150834,64,76000.0,20151117,0,0,0
94349,69,64000.0,20171212,0,0,0
23647,48,74000.0,20170417,1,0,0
122279,63,95000.0,20160723,0,0,0
125559,118,67800.0,20150809,0,0,1
29548,76,36000.0,20170730,1,0,0
2476,59,105000.0,20170606,1,0,0
39053,50,73000.0,20150123,1,0,0
144012,30,46000.0,20170907,1,0,0
100967,68,54000.0,20141107,1,0,0
74155,68,71000.0,20161217,1,0,0
132753,68,33000.0,20170401,1,0,0
129867,67,30000.0,20150822,1,0,0
77764,48,79000.0,20170413,0,0,0
88613,88,67000.0,20170804,1,0,0
135542,37,92000.0,20171213,1,0,0
52688,118,67800.0,20170503,0,0,1
104296,66,47000.0,20150513,1,0,0
131073,80,74000.0,20171010,0,0,0
1019,58,31000.0,20151220,1,0,0
6412,89,47000.0,20170816,0,0,0
127748,64,35000.0,20171210,0,0,0
30118,34,37000.0,20170722,0,0,0
136264,72,54000.0,20161204,0,0,0
73062,63,88000.0,20180102,1,0,0
41561,118,67800.0,20160116,0,0,1
127428,51,81000.0,20170807,1,0,0
70618,19,67000.0,20170507,1,0,0
137536,48,60000.0,20150808,1,0,0
106159,118,67800.0,20171104,0,0,1
140468,68,40000.0,20140416,1,0,0
103892,23,32000.0,20180604,1,0,0
541,63,53000.0,20170106,0,0,0
65386,58,61000.0,20161010,1,0,0
46077,61,62000.0,20170512,0,0,0
97168,73,49000.0,20171226,0,0,0
145645,84,43000.0,20150808,1,0,0
68974,26,40000.0,20180605,1,0,0
71149,67,38000.0,20150315,1,0,0
131406,64,91000.0,20160820,0,0,0
75579,55,56000.0,20160410,1,0,0
30516,49,95000.0,20161028,0,0,0
92396,61,57000.0,20160805,1,0,0
75151,74,66000.0,20160519,0,0,0
39883,18,51000.0,20171025,1,0,0
30846,71,79000.0,20160210,0,0,0
132304,39,78000.0,20160119,0,0,0
148569,46,84000.0,20131010,0,0,0
30905,80,75000.0,20150809,1,0,0
75232,66,49000.0,20160124,1,0,0
42550,68,52000.0,20160625,1,0,0
120604,65,106000.0,20160210,1,0,0
105913,118,67800.0,20170627,0,0,1
31979,65,73000.0,20180120,1,0,0
100991,64,40000.0,20170414,0,0,0
147395,57,55000.0,20180524,0,0,0
117134,44,65000.0,20180210,1,0,0
132679,60,91000.0,20180511,0,0,0
79893,41,59000.0,20170730,1,0,0
51365,69,81000.0,20180107,0,0,0
17894,58,32000.0,20151005,0,0,0
98514,40,78000.0,20150916,1,0,0
79810,45,42000.0,20180503,1,0,0
53952,71,37000.0,20161111,0,0,0
33156,52,92000.0,20150905,1,0,0
106670,82,37000.0,20180630,1,0,0
98206,41,69000.0,20151114,1,0,0
130962,48,70000.0,20171205,1,0,0
66518,118,67800.0,20180708,0,0,1
120451,64,76000.0,20180613,1,0,0
147675,67,77000.0,20160331,1,0,0
105272,80,83000.0,20171007,0,0,0
142993,40,71000.0,20180702,1,0,0
101120,35,42000.0,20160628,0,0,0
126654,51,81000.0,20151216,1,0,0
46008,54,112000.0,20171207,0,0,0
149012,30,68000.0,20171213,1,0,0
7089,41,56000.0,20171025,1,0,0
55867,28,58000.0,20180510,1,0,0
49670,118,67800.0,20170904,0,0,1
73714,118,67800.0,20160321,0,0,1
8063,40,30000.0,20170215,0,0,0
105374,118,67800.0,20160824,0,0,1
71923,55,83000.0,20170924,1,0,0
109140,33,44000.0,20160114,0,0,0
102898,60,97000.0,20160213,0,0,0
125099,60,36000.0,20180525,0,0,0
61153,63,53000.0,20170126,0,0,0
89239,52,54000.0,20170528,0,0,0
147668,25,60000.0,20151205,1,0,0
64876,118,67800.0,20170421,0,0,1
41728,58,47000.0,20150811,1,0,0
79462,60,118000.0,20151114,1,0,0
3034,42,67000.0,20161019,1,0,0
129416,61,69000.0,20141203,1,0,0
47796,36,56000.0,20160620,1,0,0
29535,118,67800.0,20151205,0,0,1
91400,61,90000.0,20170825,0,0,0
23537,55,53000.0,20151121,0,0,0
120822,76,71000.0,20161105,0,0,0
98442,67,87000.0,20170121,1,0,0
64554,36,47000.0,20180312,1,0,0
12127,39,44000.0,20160503,1,0,0
81376,68,51000.0,20140429,1,0,0
85476,36,61000.0,20161124,1,0,0
119983,118,67800.0,20160224,0,0,1
96645,65,34000.0,20171215,1,0,0
36571,60,84000.0,20180317,1,0,0
1743,81,53000.0,20151018,0,0,0
84360,35,33000.0,20170716,1,0,0
85150,47,41000.0,20170827,1,0,0
88510,63,57000.0,20180627,0,0,0
59335,118,67800.0,20171209,0,0,1
85275,31,55000.0,20160802,1,0,0
136915,51,54000.0,20150815,1,0,0
92031,44,71000.0,20160802,1,0,0
42714,44,74000.0,20170611,1,0,0
135079,67,68000.0,20180321,1,0,0
101260,58,105000.0,20170627,0,0,0
65867,46,34000.0,20170425,1,0,0
94543,57,59000.0,20180618,0,0,0
2441,66,69000.0,20180319,1,0,0
74454,47,63000.0,20180201,1,0,0
20444,46,31000.0,20160409,1,0,0
86836,51,114000.0,20161214,1,0,0
99253,80,60000.0,20180104,0,0,0
72756,38,45000.0,20151204,1,0,0
145108,53,39000.0,20150925,1,0,0
87230,51,104000.0,20170313,1,0,0
72261,38,86000.0,20170819,1,0,0
135905,26,45000.0,20171001,0,0,0
2939,72,67000.0,20180202,1,0,0
95934,118,67800.0,20150930,0,0,1
141369,118,67800.0,20160226,0,0,1
103653,87,59000.0,20140920,1,0,0
137787,89,67000.0,20151125,1,0,0
106641,21,39000.0,20170928,1,0,0
120305,64,56000.0,20150925,1,0,0
150704,37,61000.0,20180617,0,0,0
133615,28,46000.0,20160530,1,0,0
97458,38,64000.0,20160223,1,0,0
125200,63,62000.0,20150814,1,0,0
8783,55,55000.0,20161129,0,0,0
76789,69,79000.0,20160212,0,0,0
27962,32,44000.0,20150923,1,0,0
108459,50,86000.0,20161007,0,0,0
1763,118,67800.0,20170606,0,0,1
117273,40,42000.0,20180324,1,0,0
130427,47,38000.0,20150215,1,0,0
148986,54,66000.0,20170916,0,0,0
65831,34,35000.0,20171115,1,0,0
39676,29,32000.0,20151006,1,0,0
53104,53,61000.0,20171105,0,0,0
68165,25,67000.0,20180422,0,0,0
117092,39,48000.0,20170706,0,0,0
20618,21,68000.0,20170921,1,0,0
142398,45,47000.0,20180518,1,0,0
79134,47,51000.0,20140121,1,0,0
102187,118,67800.0,20170331,0,0,1
127371,46,74000.0,20150927,1,0,0
101149,24,32000.0,20150227,1,0,0
82732,72,106000.0,20171123,0,0,0
58245,26,49000.0,20170514,1,0,0
37101,56,99000.0,20170919,0,0,0
80424,43,39000.0,20171213,0,0,0
144009,61,52000.0,20170727,0,0,0
79927,77,92000.0,20171219,0,0,0
45552,118,67800.0,20161211,0,0,1
151188,39,49000.0,20180722,1,0,0
4861,84,62000.0,20160806,0,0,0
136474,37,49000.0,20150304,1,0,0
72726,47,66000.0,20171109,0,0,0
104190,54,57000.0,20140204,1,0,0
113498,43,34000.0,20180105,0,0,0
62895,118,67800.0,20160724,0,0,1
91848,43,87000.0,20170603,1,0,0
3304,56,75000.0,20161225,0,0,0
86849,24,33000.0,20170815,1,0,0
74090,45,68000.0,20160422,1,0,0
83209,81,85000.0,20161221,0,0,0
119324,81,68000.0,20170524,1,0,0
146101,37,47000.0,20170112,1,0,0
62401,37,86000.0,20171226,1,0,0
68592,86,70000.0,20171105,0,0,0
65269,55,71000.0,20170615,1,0,0
26951,118,67800.0,20161127,0,0,1
101788,70,57000.0,20180630,1,0,0
123478,56,52000.0,20180221,0,1,0
14989,18,53000.0,20171205,1,0,0
80606,51,71000.0,20170422,1,0,0
18849,35,64000.0,20170805,1,0,0
63790,57,81000.0,20160522,0,0,0
138247,42,71000.0,20170923,1,0,0
35090,55,32000.0,20180109,0,0,0
45970,45,52000.0,20170727,1,0,0
83173,51,86000.0,20160516,0,0,0
84500,42,59000.0,20151022,1,0,0
20375,63,34000.0,20170808,0,0,0
143542,61,31000.0,20151205,1,0,0
100656,60,97000.0,20170811,0,0,0
58041,63,83000.0,20160619,1,0,0
116055,33,42000.0,20170822,1,0,0
69859,82,32000.0,20150412,1,0,0
110806,36,36000.0,20170731,0,0,0
131534,49,60000.0,20170319,0,0,0
67945,82,97000.0,20151108,1,0,0
56742,118,67800.0,20160221,0,0,1
66680,23,42000.0,20141122,1,0,0
110483,61,45000.0,20171014,1,0,0
87965,56,61000.0,20140310,1,0,0
33248,75,88000.0,20180608,0,0,0
144305,69,64000.0,20170813,0,0,0
108020,69,43000.0,20180304,0,0,0
1204,57,66000.0,20160304,1,0,0
146917,65,59000.0,20160811,1,0,0
143134,47,84000.0,20161104,1,0,0
723,42,63000.0,20160320,1,0,0
76544,73,90000.0,20151201,0,0,0
58125,118,67800.0,20150813,0,0,1
112774,76,64000.0,20171019,0,1,0
28277,22,49000.0,20170122,0,0,0
121887,36,41000.0,20170918,1,0,0
40473,50,62000.0,20150806,1,0,0
98137,39,34000.0,20180314,1,0,0
21787,57,64000.0,20180702,0,0,0
78150,34,50000.0,20180116,1,0,0
35900,63,94000.0,20150908,0,0,0
104960,71,32000.0,20180312,0,0,0
147026,81,68000.0,20170524,1,0,0
33171,43,80000.0,20160420,1,0,0
113787,52,82000.0,20151023,1,0,0
83640,118,67800.0,20170708,0,0,1
142913,54,70000.0,20160316,1,0,0
34639,74,91000.0,20151118,0,0,0
126429,34,33000.0,20180314,1,0,0
128198,45,51000.0,20180108,0,0,0
142426,57,56000.0,20170514,1,0,0
102961,73,57000.0,20131213,0,1,0
76456,53,74000.0,20171105,1,0,0
151375,33,33000.0,20171027,1,0,0
128814,70,35000.0,20180304,1,0,0
87830,51,84000.0,20171231,0,0,0
118886,118,67800.0,20170915,0,0,1
9084,34,39000.0,20170813,1,0,0
108249,59,62000.0,20161228,0,0,0
136617,118,67800.0,20170615,0,0,1
151165,50,76000.0,20161229,1,0,0
76113,45,52000.0,20180505,1,0,0
144617,35,60000.0,20170830,1,0,0
32303,70,119000.0,20160824,1,0,0
41649,75,69000.0,20130806,0,0,0
41447,84,106000.0,20160724,1,0,0
92542,19,67000.0,20180107,0,0,0
33434,53,94000.0,20180131,1,0,0
133456,118,67800.0,20170928,0,0,1
103198,27,60000.0,20180410,1,0,0
112930,73,84000.0,20170711,1,0,0
118748,47,66000.0,20161103,1,0,0
144074,53,75000.0,20160825,0,0,0
142804,118,67800.0,20180215,0,0,1
22320,54,45000.0,20170728,1,0,0
35257,56,85000.0,20170604,1,0,0
31674,65,88000.0,20170421,0,0,0
146252,118,67800.0,20171008,0,0,1
119074,68,119000.0,20150926,0,0,0
74167,118,67800.0,20160318,0,0,1
49946,57,71000.0,20160809,0,0,0
141798,60,83000.0,20171124,0,0,0
116290,91,86000.0,20170602,1,0,0
56563,56,55000.0,20180405,0,0,0
56004,42,33000.0,20180722,0,0,0
114643,27,65000.0,20170517,0,0,0
103748,54,52000.0,20160613,0,0,0
99255,118,67800.0,20180618,0,0,1
118832,118,67800.0,20160610,0,0,1
78374,53,41000.0,20151224,1,0,0
64918,50,118000.0,20160228,0,0,0
28580,40,62000.0,20151207,1,0,0
130426,47,38000.0,20150215,1,0,0
93036,54,79000.0,20151026,1,0,0
57382,79,71000.0,20160621,0,0,0
111657,52,47000.0,20170819,1,0,0
100732,60,64000.0,20180718,1,0,0
142178,57,115000.0,20180617,0,0,0
150830,70,65000.0,20150104,1,0,0
123962,50,115000.0,20180108,0,0,0
124316,74,55000.0,20171108,1,0,0
97228,118,67800.0,20160727,0,0,1
123979,118,67800.0,20170127,0,0,1
125505,31,39000.0,20170902,1,0,0
86284,40,33000.0,20141129,1,0,0
111655,66,80000.0,20140531,1,0,0
67642,57,72000.0,20151020,0,0,0
48110,51,98000.0,20170801,0,0,0
130949,118,67800.0,20151002,0,0,1
44186,27,35000.0,20160215,0,0,0
55350,20,30000.0,20170817,1,0,0
3478,34,57000.0,20160929,1,0,0
4453,68,57000.0,20170626,0,0,0
131830,34,40000.0,20150909,1,0,0
38741,61,32000.0,20180206,1,0,0
21435,54,53000.0,20180204,1,0,0
106698,118,67800.0,20170310,0,0,1
49345,56,58000.0,20180219,1,0,0
129015,45,90000.0,20160106,1,0,0
27826,75,65000.0,20180124,0,0,0
97816,55,65000.0,20170301,0,0,0
124014,41,34000.0,20150903,1,0,0
141746,21,71000.0,20151111,1,0,0
135956,60,74000.0,20170729,1,0,0
141792,42,59000.0,20151022,1,0,0
106848,37,53000.0,20160804,1,0,0
12111,58,42000.0,20170306,1,0,0
111343,77,118000.0,20160725,0,0,0
96366,38,49000.0,20180128,0,0,0
105846,48,53000.0,20170428,1,0,0
139384,23,41000.0,20171118,1,0,0
91561,66,32000.0,20171219,1,0,0
143796,44,56000.0,20140310,1,0,0
110420,36,47000.0,20170830,1,0,0
48468,49,57000.0,20131112,0,0,0
119456,44,59000.0,20130908,1,0,0
83331,56,52000.0,20161019,1,0,0
77557,56,34000.0,20160712,1,0,0
814,56,118000.0,20161226,0,0,0
37549,67,52000.0,20180402,1,0,0
87389,50,65000.0,20170806,0,0,0
112492,55,96000.0,20171017,0,0,0
112723,63,96000.0,20160129,1,0,0
87429,49,53000.0,20160804,0,0,0
121288,118,67800.0,20170228,0,0,1
108685,67,76000.0,20170226,1,0,0
102098,118,67800.0,20160622,0,0,1
98449,118,67800.0,20170825,0,0,1
121217,31,59000.0,20170928,0,0,0
48336,55,71000.0,20161224,0,0,0
65408,38,51000.0,20160407,1,0,0
125378,53,83000.0,20151214,0,0,0
108661,21,47000.0,20160930,1,0,0
105940,77,59000.0,20150903,0,0,0
97144,70,87000.0,20171230,1,0,0
64699,92,53000.0,20160908,1,0,0
81587,58,42000.0,20170306,1,0,0
111643,22,69000.0,20180420,1,0,0
94795,32,53000.0,20160604,1,0,0
113050,56,40000.0,20150526,1,0,0
8012,118,67800.0,20170330,0,0,1
10419,48,81000.0,20180425,1,0,0
99631,118,67800.0,20161101,0,0,1
93332,74,80000.0,20180114,1,0,0
130186,79,53000.0,20160917,1,0,0
4535,20,73000.0,20140701,1,0,0
108588,25,47000.0,20180430,0,0,0
18236,59,69000.0,20160307,1,0,0
120718,65,71000.0,20170321,1,0,0
126640,41,59000.0,20170730,1,0,0
119278,42,66000.0,20141027,1,0,0
68435,47,84000.0,20161104,1,0,0
116478,118,67800.0,20170717,0,0,1
126018,118,67800.0,20160113,0,0,1
118872,50,52000.0,20170414,1,0,0
138546,37,39000.0,20140308,1,0,0
67352,118,67800.0,20150801,0,0,1
118135,85,43000.0,20170804,0,0,0
112489,60,42000.0,20150328,0,0,0
72662,19,70000.0,20170830,1,0,0
101360,43,74000.0,20170811,0,0,0
126655,51,81000.0,20151216,1,0,0
